(3, 10, 20)	(3, 10, 100)	0.000000
(3, 10, 20)	(3, 30, 300)	0.124000
(3, 10, 20)	(3, 10, 129)	0.000000
(3, 10, 20)	(3, 30, 1330)	0.083000
(3, 10, 20)	(3, 30, 390)	0.001000
(3, 10, 20)	(3, 30, 160)	0.033000
(3, 10, 20)	(3, 30, 450)	0.024000
(3, 10, 20)	(3, 10, 450)	0.194000
(3, 10, 20)	(3, 30, 200)	0.006000
(3, 10, 20)	(3, 30, 420)	0.000000
(3, 10, 100)	(3, 10, 129)	0.000000
(3, 10, 20)	(3, 30, 1490)	0.373000
(3, 10, 20)	(3, 40, 640)	0.000000
(3, 10, 20)	(3, 60, 20)	0.000000
(3, 10, 20)	(3, 50, 50)	0.000000
(3, 10, 20)	(3, 90, 1150)	0.024000
(3, 10, 20)	(3, 40, 30)	0.000000
(3, 10, 20)	(3, 40, 190)	0.000000
(3, 10, 100)	(3, 10, 450)	0.000000
(3, 10, 20)	(3, 40, 630)	0.000000
(3, 10, 20)	(3, 30, 70)	0.163000
(3, 10, 100)	(3, 30, 160)	0.000000
(3, 10, 100)	(3, 30, 300)	0.000000
(3, 10, 100)	(3, 30, 390)	0.003000
(3, 10, 20)	(3, 20, 20)	0.000000
(3, 10, 100)	(3, 30, 1330)	0.005000
(3, 10, 100)	(3, 30, 200)	0.000000
(3, 10, 100)	(3, 30, 450)	0.000000
(3, 10, 100)	(3, 30, 1490)	0.000000
(3, 10, 100)	(3, 30, 420)	0.011000
(3, 10, 100)	(3, 40, 640)	0.000000
(3, 10, 100)	(3, 60, 20)	0.029000
(3, 10, 100)	(3, 40, 30)	0.000000
(3, 10, 100)	(3, 50, 50)	0.011000
(3, 10, 100)	(3, 90, 1150)	0.001000
(3, 10, 100)	(3, 40, 190)	0.000000
(3, 10, 100)	(3, 40, 630)	0.005000
(3, 10, 129)	(3, 10, 450)	0.088000
(3, 10, 129)	(3, 30, 300)	0.454000
(3, 10, 100)	(3, 30, 70)	0.000000
(3, 10, 129)	(3, 30, 160)	0.000000
(3, 10, 100)	(3, 20, 20)	0.000000
(3, 10, 129)	(3, 30, 390)	0.070000
(3, 10, 129)	(3, 30, 200)	0.000000
(3, 10, 129)	(3, 30, 450)	0.522000
(3, 10, 129)	(3, 30, 420)	0.295000
