structure-atoms_400-12	0.753356
structure-atoms_400-11	0.752226
structure-atoms_600-11	0.749873
structure-atoms_200-11	0.749499
structure-atoms_600-12	0.749340
structure-atoms_200-12	0.749079
structure-atoms_200-10	0.747736
structure-atoms_600-10	0.744201
structure-atoms_600-9	0.743618
structure-atoms_400-9	0.742696
structure-atoms_400-10	0.742609
weighted-tfidf_structure-atoms_600-11	0.742186
weighted-tfidf_structure-atoms_400-11	0.740314
structure-atoms_100-11	0.740273
weighted-tfidf_structure-atoms_400-12	0.740050
structure-atoms_100-10	0.739847
structure-atoms_100-9	0.738626
structure-atoms_200-9	0.738162
structure-atoms_100-12	0.737690
weighted-tfidf_structure-atoms_600-12	0.737313
structure-atoms_200-7	0.736726
structure-atoms_250-7	0.736541
weighted-tfidf_structure-atoms_200-10	0.735121
weighted-tfidf_structure-atoms_200-11	0.734538
structure-atoms_300-6	0.733920
weighted-tfidf_structure-atoms_200-12	0.733836
weighted-tfidf_structure-atoms_600-10	0.732316
structure-atoms_70-9	0.731638
weighted-tfidf_structure-atoms_400-10	0.731079
weighted-tfidf_structure-atoms_400-9	0.730796
weighted-tfidf_structure-atoms_600-9	0.730079
weighted-tfidf_structure-atoms_100-10	0.729755
weighted-tfidf_structure-atoms_100-11	0.729652
weighted-tfidf_structure-atoms_100-9	0.728321
structure-atoms_150-5	0.726868
weighted-tfidf_structure-atoms_200-9	0.726682
weighted-tfidf_structure-atoms_100-12	0.725779
structure-atoms_225-5	0.725352
structure-atoms_50-9	0.725259
weighted-tfidf_structure-atoms_70-9	0.725138
structure-atoms_100-5	0.723899
structure-atoms_80-5	0.723725
structure-atoms_60-5	0.723606
structure-atoms_40-5	0.720617
weighted-tfidf_structure-atoms_50-9	0.719090
weighted-tfidf_structure-atoms_250-7	0.717284
structure-atoms_20-5	0.716046
weighted-tfidf_structure-atoms_200-7	0.715938
weighted-tfidf_structure-atoms_300-6	0.714494
weighted-tfidf_structure-atoms_40-5	0.713068
weighted-tfidf_structure-atoms_60-5	0.710036
weighted-tfidf_structure-atoms_20-5	0.709143
weighted-tfidf_structure-atoms_80-5	0.708979
weighted-tfidf_structure-atoms_100-5	0.705686
weighted-tfidf_structure-atoms_150-5	0.704284
weighted-tfidf_structure-atoms_225-5	0.703017
