structure-atoms_100-10	0.729755
structure-atoms_100-11	0.729652
structure-atoms_100-12	0.725779
structure-atoms_100-5	0.705686
structure-atoms_100-9	0.728321
structure-atoms_150-5	0.704284
structure-atoms_200-10	0.735121
structure-atoms_200-11	0.734538
structure-atoms_200-12	0.733836
structure-atoms_200-7	0.715938
structure-atoms_200-9	0.726682
structure-atoms_20-5	0.709143
structure-atoms_225-5	0.703017
structure-atoms_250-7	0.717284
structure-atoms_300-6	0.714494
structure-atoms_400-10	0.731079
structure-atoms_400-11	0.740314
structure-atoms_400-12	0.740050
structure-atoms_400-9	0.730796
structure-atoms_40-5	0.713068
structure-atoms_50-9	0.719090
structure-atoms_600-10	0.732316
structure-atoms_600-11	0.742186
structure-atoms_600-12	0.737313
structure-atoms_600-9	0.730079
structure-atoms_60-5	0.710036
structure-atoms_70-9	0.725138
structure-atoms_80-5	0.708979
