structure-atoms_100-10	0.869345
structure-atoms_100-11	0.871080
structure-atoms_100-12	0.867616
structure-atoms_100-5	0.858711
structure-atoms_100-9	0.870485
structure-atoms_150-5	0.861483
structure-atoms_200-10	0.878767
structure-atoms_200-11	0.880513
structure-atoms_200-12	0.881763
structure-atoms_200-7	0.871895
structure-atoms_200-9	0.875895
structure-atoms_20-5	0.851595
structure-atoms_225-5	0.864531
structure-atoms_250-7	0.875187
structure-atoms_300-6	0.871237
structure-atoms_400-10	0.882365
structure-atoms_400-11	0.889572
structure-atoms_400-12	0.888313
structure-atoms_400-9	0.882711
structure-atoms_40-5	0.856975
structure-atoms_50-9	0.855452
structure-atoms_600-10	0.886541
structure-atoms_600-11	0.890309
structure-atoms_600-12	0.888314
structure-atoms_600-9	0.885331
structure-atoms_60-5	0.859234
structure-atoms_70-9	0.863894
structure-atoms_80-5	0.861095
