structure-atoms_100-10	0.855008
structure-atoms_100-11	0.856430
structure-atoms_100-12	0.853690
structure-atoms_100-5	0.840164
structure-atoms_100-9	0.858016
structure-atoms_150-5	0.840292
structure-atoms_200-10	0.864768
structure-atoms_200-11	0.864512
structure-atoms_200-12	0.865283
structure-atoms_200-7	0.852756
structure-atoms_200-9	0.860593
structure-atoms_20-5	0.837826
structure-atoms_225-5	0.845981
structure-atoms_250-7	0.857027
structure-atoms_300-6	0.857881
structure-atoms_400-10	0.872601
structure-atoms_400-11	0.879022
structure-atoms_400-12	0.875559
structure-atoms_400-9	0.874402
structure-atoms_40-5	0.843890
structure-atoms_50-9	0.844887
structure-atoms_600-10	0.879647
structure-atoms_600-11	0.885947
structure-atoms_600-12	0.876301
structure-atoms_600-9	0.880178
structure-atoms_60-5	0.841035
structure-atoms_70-9	0.853412
structure-atoms_80-5	0.840877
