20-5	44.540000
40-5	41.420000
50-9	54.620000
60-5	37.160000
70-9	56.060000
80-5	38.200000
100-10	59.600000
100-11	62.200000
100-12	63.800000
100-5	35.900000
100-9	57.340000
150-5	36.360000
200-10	58.180000
200-11	62.200000
200-12	62.260000
200-7	44.900000
200-9	51.720000
225-5	33.920000
250-7	46.300000
300-6	40.040000
400-10	50.800000
400-11	61.100000
400-12	60.640000
400-9	50.660000
600-10	50.840000
600-11	56.760000
600-12	59.380000
600-9	49.700000
